hhid,b_07,b_08,b_09,e_01,e_03,e_05,e_05_oth,e_06,e_07,f_01_wage,f_01_salaried,f_01_own_crops,f_01_own_livestock,f_01_own_fishing,f_01_non_farm_enterprise,f_01_no_employment,f_05_not_interested,f_05_slack_season,f_05_could_not_find,f_05_ill_old,f_05_children_family,f_05_movement_restrictions,f_05_conflict_violence,f_05_not_safe_health_reasons,j_01,j_07_violence,j_07_theft,j_07_intra_household_conflict,j_07_none,j_07_97,j_08,k_01_sell_assets,k_02_01,k_02_02,k_02_03,k_02_04,k_02_05,k_02_06,k_02_07,k_02_08,k_02_09,k_02_10,k_02_11,k_02_12,k_02_99,k_03_mortgage_assets,k_04_01,k_04_02,k_04_03,k_04_04,k_04_05,k_04_06,k_04_07,k_04_08,k_04_09,k_04_99,k_05_consumed_seed_stock,k_06_reduced_agriculture,k_07_spend_savings,k_08_reduced_healthcare,k_09_reduced_nfi,k_10_reduced_food,k_11_borrow_food,k_12_borrow_money,k_13_migrate,k_14_children_work,k_15_risky_activity,k_16,k_17,l2_02_a,l2_02_b,l2_vegetables1,l2_03_a,l2_03_b,l2_vegetables2,l2_04_a,l2_04_b,l2_vegetables3,l2_05_a,l2_05_b,l2_staples1,l2_06_a,l2_06_b,l2_staples2,l2_07_a,l2_07_b,l2_pulses1,l2_08_a,l2_08_b,l2_pulses2,l2_09_a,l2_09_b,fcs_dairy,l2_10_a,l2_10_b,l2_protein_seafood,l2_11_a,l2_11_b,l2_protein_meat,l2_12_a,l2_12_b,l2_protein_eggs,l2_13_a,l2_13_b,l2_fruits1,l2_14_a,l2_14_b,l2_fruits2,fcs_sugar,fcs_fat,state,township_code,fcs_vegetables,fcs_staples,fcs_protein,fcs_pulses,fcs_fruits,hhfcs,hhfcs_inv,education_level,physical_security,rural_urban,rural,natural_hazards,csi_unweighted,csi_weighted,not_improved_floor,not_improved_water,not_improved_sanitation,no_electricity,not_improved_housing,insecure,count
17546,2,11,2,1,1,1,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,2,3,0,2,2,0,1,3,0,1,7,0,1,2,0,2,4,0,2,3,0,1,3,0,2,1,0,1,5,0,2,3,0,2,1,0,1,4,4,5,Mandalay,NA,3,7,5,4,4,69.5,0.5641025641025641,0.42105263157894735,0.3333333333333333,urban,0,0,20,15.5,0,0,0,0,1,0,1
17547,2,7,1,4,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,2,2,0,1,3,0,1,7,0,2,3,0,2,3,0,2,2,0,2,0,0,2,3,0,2,3,0,2,1,0,2,0,0,2,3,0,0,Mandalay,NA,3,7,3,3,3,41,0.2717948717948718,0.631578947368421,1,urban,0,0,28,20,0,1,0,0,0,1,1
17549,2,10,2,4,2,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,2,3,0,1,1,0,1,7,0,1,7,0,1,7,0,2,0,0,2,2,0,2,0,0,2,3,0,1,7,0,2,3,0,2,0,0,1,1,0,0,Mandalay,NA,7,7,7,2,1,56,0.42564102564102563,0.47368421052631576,0.3333333333333333,urban,0,0,22,17.5,1,1,0,0,0,0,1
17550,2,10,2,3,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,7,0,2,2,0,1,7,0,1,7,0,1,4,0,2,3,0,2,3,0,2,3,0,1,5,0,1,7,0,1,6,0,2,2,0,2,3,0,0,Mandalay,NA,7,7,7,3,3,73,0.6,0.47368421052631576,0.6666666666666666,urban,0,1,20,15,0,1,0,0,0,1,1
17556,2,10,2,1,1,6,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,9998,0,0,1,5,0,1,2,0,1,7,0,1,7,0,1,2,0,2,2,0,2,2,0,2,0,0,1,1,0,1,7,0,1,2,0,2,0,0,2,0,0,0,Mandalay,NA,7,7,7,2,0,55,0.4153846153846154,0.47368421052631576,0.6666666666666666,urban,0,0,24,16.5,0,1,0,0,1,1,1
17558,2,16,2,5,2,6,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,2,1,0,1,7,0,1,7,0,2,1,0,2,2,0,2,0,0,2,1,0,1,7,0,2,1,0,1,5,0,2,1,0,0,Mandalay,NA,2,7,7,2,5,55,0.4153846153846154,0.15789473684210525,1,urban,0,0,23,17.5,1,1,0,0,0,1,1
17562,2,4,2,1,2,1,0,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,2,2,3,2,2,1,1,2,3,1,1,7,2,1,3,2,1,3,2,1,3,1,2,1,2,1,3,1,1,7,2,2,3,2,2,0,1,2,3,0,0,Mandalay,NA,3,7,7,3,3,61,0.47692307692307695,0.7894736842105263,0.3333333333333333,urban,0,0,18,13,1,0,0,0,1,0,1
17566,2,10,2,1,2,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,2,0,0,2,1,0,1,7,0,1,7,0,1,2,0,1,3,0,1,2,0,2,0,0,1,3,0,2,2,0,2,0,0,2,1,0,2,2,4,5,Mandalay,NA,7,7,3,3,2,48.5,0.3487179487179487,0.47368421052631576,0.3333333333333333,urban,0,0,20,16,1,1,0,0,1,0,1
17570,2,8,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,3,0,1,4,0,1,6,0,1,7,0,1,7,0,1,7,0,1,2,0,1,7,0,1,7,0,1,7,0,1,5,0,1,7,0,2,2,0,1,3,7,7,Mandalay,NA,7,7,7,7,3,108,0.958974358974359,0.5789473684210527,1,urban,0,0,16,13,0,1,0,0,1,1,1
17573,2,16,2,3,1,2,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,2,2,0,1,1,0,1,5,0,1,7,0,2,0,0,1,5,0,1,1,0,2,2,0,1,2,0,2,4,0,1,3,0,2,1,0,2,3,7,7,Mandalay,NA,5,7,4,5,3,68,0.5487179487179488,0.15789473684210525,0.3333333333333333,urban,0,0,35,27.5,0,0,0,0,0,0,1
17574,2,11,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,1,7,0,2,2,0,1,5,0,1,7,0,1,5,0,2,2,0,2,6,0,2,4,0,2,2,0,1,6,0,2,1,0,2,2,0,2,2,7,7,Mandalay,NA,7,7,6,6,2,88,0.7538461538461538,0.42105263157894735,1,urban,0,0,25,18.5,0,1,0,0,1,1,1
17579,2,6,2,3,2,2,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,7,0,1,7,0,1,7,0,1,7,0,1,5,0,1,3,0,1,4,0,2,0,0,1,4,0,1,4,0,1,3,0,1,2,0,1,3,7,7,Mandalay,NA,7,7,4,4,3,59,0.4564102564102564,0.6842105263157895,0.3333333333333333,urban,0,0,25,18.5,1,0,0,0,0,0,1
17581,2,16,2,3,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,3,0,1,7,0,2,1,0,1,7,0,1,7,0,2,0,0,1,4,0,1,7,0,1,7,0,2,0,0,1,7,0,2,0,0,2,0,0,2,0,7,7,Mandalay,NA,7,7,7,7,0,105,0.9282051282051282,0.15789473684210525,1,urban,0,0,26,21,0,1,0,0,0,1,1
17584,2,4,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,2,7,0,2,5,0,2,3,0,1,4,0,2,1,0,2,1,0,2,0,0,2,1,0,1,5,0,1,5,0,1,7,0,2,0,0,2,5,1,7,Mandalay,NA,7,4,7,1,5,59,0.4564102564102564,0.7894736842105263,0.3333333333333333,urban,0,0,21,17,0,1,0,0,1,0,1
17590,2,16,2,1,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,7,0,2,4,0,1,7,0,1,7,0,1,7,0,1,7,0,1,7,0,1,7,0,1,2,0,1,7,0,1,7,0,2,2,0,1,7,7,7,Mandalay,NA,7,7,7,7,7,112,1,0.15789473684210525,0.3333333333333333,urban,0,0,27,21.5,0,1,0,0,1,0,1
17595,2,7,1,4,2,6,0,1,1,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0,1,3,0,1,2,0,1,7,0,1,7,0,1,4,0,1,3,0,1,7,0,2,0,0,1,2,0,2,2,0,1,1,0,2,2,0,1,3,7,7,Mandalay,NA,7,7,2,7,3,60,0.4666666666666667,0.631578947368421,0.3333333333333333,urban,0,0,30,23,1,1,0,0,0,0,1
17598,2,11,2,1,1,1,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,2,2,0,1,5,0,1,7,0,1,7,0,1,2,0,2,1,0,2,0,0,1,3,0,2,4,0,2,0,0,2,1,0,2,0,7,7,Mandalay,NA,5,7,4,2,1,49,0.35384615384615387,0.42105263157894735,0,urban,0,0,24,17,0,0,0,0,1,0,1
17601,2,16,2,3,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,1,2,1,1,2,2,1,5,1,1,7,1,1,7,2,1,3,2,1,3,1,2,3,2,1,2,1,1,4,1,1,5,1,1,2,1,1,5,2,7,Mandalay,NA,5,7,5,3,5,69.5,0.5641025641025641,0.15789473684210525,0.6666666666666666,urban,0,0,22,15,0,1,0,0,0,1,1
17609,2,10,2,5,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,3,0,2,0,0,1,7,0,1,7,0,1,3,0,1,2,0,2,0,0,2,0,0,1,4,0,1,6,0,1,2,0,2,0,0,2,0,0,5,Mandalay,NA,7,7,6,2,0,53.5,0.4,0.47368421052631576,0.6666666666666666,urban,0,0,24,17.5,0,1,0,0,0,1,1
17611,2,14,2,1,1,1,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,1,4,0,2,0,0,2,2,0,1,7,0,1,7,0,1,7,0,2,0,0,2,2,0,2,1,0,1,5,0,2,2,0,2,0,0,1,3,7,7,Mandalay,NA,4,7,5,7,3,77,0.6410256410256411,0.2631578947368421,0.3333333333333333,urban,0,0,19,15,0,0,0,0,1,0,1
17617,2,11,2,4,1,2,0,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,1,7,0,1,7,0,1,5,0,1,7,0,1,3,0,1,3,0,1,4,0,1,2,0,1,3,0,1,7,0,1,7,0,1,7,0,1,7,1,7,Mandalay,NA,7,7,7,4,7,80,0.6717948717948717,0.42105263157894735,0.3333333333333333,urban,0,0,22,16.5,0,0,0,0,0,0,1
17649,2,16,2,4,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,3,0,1,2,0,2,1,0,1,7,0,1,3,0,2,2,0,1,2,0,2,0,0,1,7,0,1,6,0,1,1,0,1,1,0,1,2,7,7,Mandalay,NA,3,7,7,2,2,60,0.4666666666666667,0.15789473684210525,0.3333333333333333,urban,0,0,34,26,0,1,0,0,0,0,1
17651,2,7,2,5,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,1,7,0,1,4,0,2,2,0,1,7,0,2,3,0,2,0,0,2,0,0,1,7,0,2,0,0,2,2,0,2,3,0,2,0,0,2,3,7,7,Mandalay,NA,7,7,3,0,3,71,0.5794871794871795,0.631578947368421,0.3333333333333333,urban,0,0,30,22.5,0,1,0,0,0,0,1
17652,2,10,2,2,2,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,3,0,1,7,0,1,7,0,1,7,0,1,7,0,1,7,0,1,7,0,2,0,0,2,4,0,1,1,0,2,0,0,2,2,0,1,3,0,1,7,7,7,Mandalay,NA,7,7,2,7,7,80,0.6717948717948717,0.47368421052631576,0,urban,0,0,20,14.5,1,1,0,0,1,0,1
17669,2,6,2,4,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,7,0,2,0,0,2,2,0,1,7,0,2,2,0,2,0,0,2,2,0,2,0,0,1,2,0,2,5,0,2,5,0,2,0,0,2,0,0,0,Mandalay,NA,7,7,5,2,0,47,0.3333333333333333,0.6842105263157895,0,urban,0,0,19,14,0,1,0,0,0,0,1
17670,2,5,2,2,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,3,0,2,0,0,1,4,0,1,7,0,1,7,0,1,5,0,2,0,0,2,0,0,1,3,0,1,7,0,1,1,0,2,0,0,1,7,0,0,Mandalay,NA,4,7,7,5,7,68,0.5487179487179488,0.7368421052631579,0.3333333333333333,urban,0,0,24,18,0,1,0,0,1,0,1
17672,2,9,2,1,1,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,4,0,2,2,0,1,5,0,1,7,0,1,1,0,1,5,0,1,7,0,2,2,0,1,2,0,1,3,0,1,2,0,2,1,0,1,7,0,0,Mandalay,NA,5,7,3,7,7,67,0.5384615384615384,0.5263157894736842,0,urban,0,0,21,15.5,0,1,0,0,1,0,1
17674,2,16,2,2,2,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,2,0,0,1,4,0,1,7,0,1,5,0,1,5,0,2,2,0,2,3,0,2,4,0,1,3,0,2,3,0,2,2,0,1,3,0,0,Mandalay,NA,5,7,4,5,3,65,0.517948717948718,0.15789473684210525,0,urban,0,0,22,16,1,1,0,0,1,0,1
17675,2,11,2,4,2,6,0,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,9998,0,1,7,0,1,5,0,1,5,0,1,7,0,2,2,0,1,3,0,2,1,0,2,0,0,2,0,0,2,3,0,1,3,0,2,0,0,1,4,0,0,Mandalay,NA,7,7,3,3,4,46,0.3230769230769231,0.42105263157894735,1,urban,0,0,21,16,1,1,0,0,0,1,1
17682,2,11,2,3,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,6,0,1,4,0,1,5,0,1,7,0,1,5,0,1,3,0,2,2,0,2,2,0,2,3,0,1,5,0,2,4,0,1,3,0,2,3,0,0,Mandalay,NA,6,7,5,3,3,60,0.4666666666666667,0.42105263157894735,0.3333333333333333,urban,0,0,19,14.5,0,1,0,0,0,0,1
17687,2,10,2,2,1,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,4,0,2,2,0,1,3,0,1,7,0,1,2,0,1,3,0,2,1,0,2,7,0,2,1,0,2,0,0,1,5,0,2,0,0,1,7,0,0,Mandalay,NA,4,7,5,3,7,82,0.6923076923076923,0.47368421052631576,0.6666666666666666,urban,0,0,20,14,0,0,0,0,1,1,1
17688,2,8,2,1,1,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,3,0,2,2,0,1,3,0,1,7,0,1,7,0,1,3,0,1,3,0,1,2,0,1,5,0,1,5,0,1,5,0,1,3,0,1,3,0,0,Mandalay,NA,3,7,5,3,3,57,0.4358974358974359,0.5789473684210527,0,urban,0,0,24,17,0,0,0,0,1,0,1
17693,2,9,2,1,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,4,0,2,0,0,1,4,0,2,7,0,1,3,0,2,1,0,2,1,0,2,0,0,1,4,0,2,4,0,2,3,0,2,1,0,1,5,0,0,Mandalay,NA,4,7,4,1,5,42,0.28205128205128205,0.5263157894736842,0.6666666666666666,urban,0,0,18,13.5,0,1,0,0,1,1,1
17699,2,10,2,2,2,1,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,1,4,1,2,3,1,1,6,1,1,7,1,2,2,1,1,3,1,1,1,1,1,7,1,1,4,1,2,3,1,1,7,2,2,3,1,1,4,0,0,Mandalay,NA,6,7,7,3,4,89,0.764102564102564,0.47368421052631576,0,urban,0,0,23,16,1,0,0,0,1,0,1
17702,2,10,2,4,1,1,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,6,0,2,0,0,1,7,0,1,7,0,2,1,0,1,5,0,2,1,0,2,2,0,1,4,0,2,2,0,1,5,0,2,1,0,2,0,0,0,Mandalay,NA,7,7,5,5,1,65,0.517948717948718,0.47368421052631576,0.3333333333333333,urban,0,0,22,16,0,0,0,0,0,0,1
17704,2,10,1,2,1,3,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,7,0,1,1,0,1,7,0,1,7,0,1,2,0,1,3,0,1,3,0,1,5,0,2,2,0,1,3,0,1,2,0,1,5,0,1,7,0,0,Mandalay,NA,7,7,3,3,7,69,0.558974358974359,0.47368421052631576,0.3333333333333333,urban,0,0,24,17,0,0,0,0,1,0,1
17706,2,4,2,2,2,1,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,1,2,0,2,0,0,1,2,0,1,7,0,2,0,0,2,0,0,1,3,0,2,0,0,1,1,0,1,3,0,2,2,0,2,0,0,1,3,0,0,Mandalay,NA,2,7,3,3,3,40,0.26153846153846155,0.7894736842105263,0.3333333333333333,urban,0,0,29,21,1,0,0,0,1,0,1
17707,2,4,2,2,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,5,0,2,0,0,1,3,0,1,7,0,1,3,0,1,5,0,1,1,0,2,0,0,1,5,0,1,4,0,2,2,0,2,0,0,1,7,0,0,Mandalay,NA,5,7,5,5,7,61,0.47692307692307695,0.7894736842105263,0,urban,0,0,25,17.5,0,1,0,0,1,0,1
17710,2,11,2,4,2,6,0,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,2,0,0,1,2,0,1,7,0,2,2,0,2,0,0,2,0,0,2,0,0,2,1,0,1,2,0,2,4,0,2,0,0,2,2,0,0,Mandalay,NA,3,7,4,0,2,35,0.21025641025641026,0.42105263157894735,0.6666666666666666,urban,0,0,25,17.5,1,1,0,0,0,1,1
17713,2,11,2,4,1,6,0,1,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,7,0,1,7,0,1,7,0,1,7,0,1,3,0,1,7,0,1,4,0,2,3,0,1,5,0,1,7,0,1,7,0,1,3,0,1,5,4,7,Mandalay,NA,7,7,7,7,5,92.5,0.8,0.42105263157894735,0.6666666666666666,urban,0,0,18,13,0,1,0,0,0,1,1
17715,2,9,2,1,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,7,2,2,0,2,1,5,1,1,7,2,1,3,1,1,2,2,2,0,1,1,4,1,1,1,1,1,7,1,1,5,1,1,2,1,1,7,0,7,Mandalay,NA,7,7,7,2,7,81.5,0.6871794871794872,0.5263157894736842,1,urban,0,0,20,15,0,1,0,0,1,1,1
17722,2,10,2,1,1,6,0,2,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,0,0,1,3,0,1,7,0,1,3,0,1,1,0,1,2,0,1,3,0,1,7,0,1,7,0,2,2,0,2,3,0,1,2,3,7,Mandalay,NA,3,7,7,2,3,71,0.5794871794871795,0.47368421052631576,0.3333333333333333,urban,0,0,21,15.5,0,1,0,0,1,0,1
17725,2,10,2,6,2,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,1,7,0,1,3,0,1,2,0,1,7,0,2,1,0,1,4,0,2,1,0,2,0,0,2,0,0,2,0,0,1,4,0,2,1,0,2,1,1,7,Mandalay,NA,7,7,4,4,1,54,0.40512820512820513,0.47368421052631576,1,urban,0,0,17,12.5,1,1,0,0,1,1,1
17726,2,10,2,2,1,6,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,3,0,1,7,0,2,0,0,1,4,0,1,7,0,1,3,0,1,4,0,2,0,0,1,7,0,1,3,0,1,4,0,1,7,0,2,0,0,1,4,7,7,Mandalay,NA,7,7,7,4,4,100,0.8769230769230769,0.47368421052631576,0.3333333333333333,urban,0,0,16,13,0,1,0,0,1,0,1
